Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
JUL,2020,Q3,District 1,Lique Street,501101,Commercial,"Lique St, Dist. 1",2691.0,2693.0,2691.0,2693.0,2,Corrected,Active
JUL,2020,Q3,District 4,Lique Street,500776,Residential,"Lique St, Dist. 4",31.0,48.0,31.0,48.0,17,Corrected,Active
JUL,2020,Q3,District 4,Lique Street,501115,Residential,"Lique St, Dist. 4",1618.0,1631.0,1618.0,1631.0,13,Corrected,Active
JUL,2020,Q3,District 4,Lique Street,500311,Residential,"Lique St, Dist. 4",3638.0,3649.0,3638.0,3649.0,11,Corrected,Active
JUL,2020,Q3,District 4,Lique Street,500075,Residential,"Lique St, Dist. 4",3586.0,3596.0,3586.0,3596.0,10,Corrected,Active
JUL,2020,Q3,District 4,Lique Street,500079,Residential,"Lique St, Dist. 4",2950.0,2955.0,2950.0,2955.0,5,Corrected,Active
JUL,2020,Q3,District 4,Lique Street,500876,Residential,"Lique St, Dist. 4",742.0,756.0,742.0,756.0,14,Corrected,Active
JUL,2020,Q3,District 1,Lique Street,500388,Residential,"Lique St, Dist. 1",3888.0,3897.0,3888.0,3897.0,9,Corrected,Active
JUL,2020,Q3,District 1,Lique Street,500386,Residential,"Lique St, Dist. 1",1828.0,1834.0,1828.0,1834.0,6,Corrected,Active
JUL,2020,Q3,District 1,Lique Street,500697,Residential,"Lique St, Dist. 1",4451.0,4473.0,4451.0,4473.0,22,Corrected,Active
JUL,2020,Q3,District 1,Lique Street,501326,Residential,"Lique St, Dist. 1",6659.0,6659.0,6659.0,6659.0,0,Corrected,Active
JUL,2020,Q3,District 3,Lique Street,501166,Residential,"Lique St, Dist. 3",593.0,612.0,593.0,612.0,19,Corrected,Active
JUL,2020,Q3,District 4,Lique Street,501532,Residential,"Lique St, Dist. 4",174.0,181.0,174.0,181.0,7,Corrected,Active
JUL,2020,Q3,District 1,Lique Street,500566,Residential,"Lique St, Dist. 1",9086.0,9116.0,9086.0,9116.0,30,Corrected,Active
JUL,2020,Q3,District 1,Lique Street,500666,Residential,"Lique St, Dist. 1",5790.0,5808.0,5790.0,5808.0,18,Corrected,Active
JUL,2020,Q3,District 1,Lique Street,501489,Residential,"Lique St, Dist. 1",,1.0,1.0,1.0,0,Corrected,Active
JUL,2020,Q3,District 3,Lique Street,500217,Residential,"Lique St, Dist. 3",437.0,437.0,437.0,437.0,0,Corrected,Active
JUL,2020,Q3,District 4,Lique Street,501504,Residential,"Lique St, Dist. 4",195.0,206.0,195.0,206.0,11,Corrected,Active
JUL,2020,Q3,District 4,Lique Street,500500,Residential,"Lique St, Dist. 4",1072.0,1072.0,1072.0,1072.0,0,Corrected,Active
JUL,2020,Q3,District 4,Lique Street,501566,Residential,"Lique St, Dist. 4",335.0,351.0,335.0,351.0,16,Corrected,Active
JUL,2020,Q3,District 1,Lique Street,500628,Residential,"Lique St, Dist. 1",3344.0,3364.0,3344.0,3364.0,20,Corrected,Active
